nombre,codigo,descripcion,tipo_unidad,venta,,,
" ABRAZADERA SUPER MINI 7/16""",H1219," ABRAZADERA SUPER MINI 7/16""",,,,,
MANOMETRO PAOLO 200 PSI,H1220,MANOMETRO PAOLO 200 PSI,UND,,,,
CODO TF 40 X90 TORO,H1221,CODO TF 40 X90 TORO,UND,,,,
CODO SOLDABLE 1 1/4X45,H1222,CODO SOLDABLE 1 1/4X45,UND,,,,
TORNILLO PUNTA BROCA 10X3/4,H1223,TORNILLO PUNTA BROCA 10X3/4,UND,,,,
" BROCA PARA CONCRETO 1/4"" BRC",H1224," BROCA PARA CONCRETO 1/4"" BRC",,,,,
CEMENTO ASFALTICO 4K,H1225,CEMENTO ASFALTICO 4K,UND,,,,
LLAVE ANGULAR BRIGS 1/2 X 1/2 MM,H1226,LLAVE ANGULAR BRIGS 1/2 X 1/2 MM,UND,,,,
"TERMINAL BRONCE SOHE 1-4""",H1227,"TERMINAL BRONCE SOHE 1-4""",,,,,
CODO TF 25 X 90 INCERTO METALICO H,H1228,CODO TF 25 X 90 INCERTO METALICO H,UND,,,,
" SET 100 PCS AMARRA PLASTICA 12"" X 3",H1229," SET 100 PCS AMARRA PLASTICA 12"" X 3",,,,,
PAR DE CONECTORES MEDIDOR INDUSTRIAL,H1230,PAR DE CONECTORES MEDIDOR INDUSTRIAL,,,,,
CODO INOX 1/2 CACHIMBA,H1231,CODO INOX 1/2 CACHIMBA,UND,,,,
PEGA WEL ON 713 237 ML,H1232,PEGA WEL ON 713 237 ML,UND,,,,
REDUCCION MH 32 A 20 MM,H1233,REDUCCION MH 32 A 20 MM,UND,,,,
VALVULA ATAQUE RAPIDO HORIZONTAL RECA,H1234,VALVULA ATAQUE RAPIDO HORIZONTAL RECA,,,,,
"ADAPTADOR SO HI 1/2""",H1235,"ADAPTADOR SO HI 1/2""",,,,,
PERNO EXPANSIVO 1/4 X 2,H1236,PERNO EXPANSIVO 1/4 X 2,UND,,,,
CEMENTO GUAPAN SACO,H1237,CEMENTO GUAPAN SACO,UND,,,,
TANQUE TIPO BOTELLA 2500 LITROS RIVAL,H1238,TANQUE TIPO BOTELLA 2500 LITROS RIVAL,UND,,,,
BUSHING DE COBRE 1/2,H1239,BUSHING DE COBRE 1/2,,,,,
TEE REDUCIDA 50X20X50,H1240,TEE REDUCIDA 50X20X50,UND,,,,
"VALVULA CHEKC 3""",H1241,"VALVULA CHEKC 3""",UND,,,,
TEE MECANICA RANURADA RECOMB 3 X 1 1/2,H1242,TEE MECANICA RANURADA RECOMB 3 X 1 1/2,UND,,,,
SOLDADURA PLATA 0%,H1243,SOLDADURA PLATA 0%,,,,,
UNION TF UNIVERSAL 20 MM,H1244,UNION TF UNIVERSAL 20 MM,UND,,,,
UNIFIX GASTOP FUERZA ALTA 36 ML,H1245,UNIFIX GASTOP FUERZA ALTA 36 ML,,,,,
"CODO HN RANURADO 45 X 4""",H1246,"CODO HN RANURADO 45 X 4""",UND,,,,
NEPLO HN 1 1/4 X 20 CM,H1247,NEPLO HN 1 1/4 X 20 CM,UND,,,,
"SIFON ACORDEON 2P FV E245,02WLBL",H1248,"SIFON ACORDEON 2P FV E245,02WLBL",UND,,,,
TEE HN 3-4,H1249,TEE HN 3-4,UND,,,,
"TUBO AC CED10 4""",H1250,"TUBO AC CED10 4""",UND,,,,
TUBO TF 32 MM X 6M AZUL,H1251,TUBO TF 32 MM X 6M AZUL,UND,,,,
FLOTADOR TANQUE 3/4 COBRE,H1252,FLOTADOR TANQUE 3/4 COBRE,UND,,,,
GRIFERIA MZ LAVABO 4 FV NEW PORT E 190/B2 CR,H1253,GRIFERIA MZ LAVABO 4 FV NEW PORT E 190/B2 CR,UND,,,,
PERNO EXPANSIVO 1/4 X 2,H1254,PERNO EXPANSIVO 1/4 X 2,UND,,,,
YEE PVC DESAGUE 160 MM INYECTADO,H1255,YEE PVC DESAGUE 160 MM INYECTADO,UND,,,,
NEPLO HN 1/2 CON CINTURA ULFM,H1256,NEPLO HN 1/2 CON CINTURA ULFM,UND,,,,
"ABRAZADERA AZUL 40 1-1/4""",H1257,"ABRAZADERA AZUL 40 1-1/4""",,,,,
ABRAZADERA AZUL 32,H1258,ABRAZADERA AZUL 32,,,,,
SIERRA SANFLEX DE 12*24,H1259,SIERRA SANFLEX DE 12*24,,,,,
BROCA CONCRETO 3/8X10 CM,H1260,BROCA CONCRETO 3/8X10 CM,UND,,,,
TAPON COBRE DE 1/2,H1261,TAPON COBRE DE 1/2,,,,,
PITON GAS DE 1/2,H1262,PITON GAS DE 1/2,,,,,
"ADAPTADOR PARA TANQUE 2""",H1263,"ADAPTADOR PARA TANQUE 2""",UND,,,,
BUSHING INOX DE 3 A 2 ,H1264,BUSHING INOX DE 3 A 2 ,UND,,,,
PERNO DE ANCLAJE 3/8 X 2 1/2,H1265,PERNO DE ANCLAJE 3/8 X 2 1/2,UND,,,,
ESPUMA DE CONSTRUCCION 500 ML,H1266,ESPUMA DE CONSTRUCCION 500 ML,UND,,,,
VALVULA MARIPOSA,H1267,VALVULA MARIPOSA,,,,,
CLAVO DE ACERO DE 22 MM PENDEL COLOR VERDE PARA PISTOLA,H1268,CLAVO DE ACERO DE 22 MM PENDEL COLOR VERDE PARA PISTOLA,,,,,
"CODO SO SO 1/2"" X 90 º",H1269,"CODO SO SO 1/2"" X 90 º",,,,,
NEPLO AI 1 1/4X 8,H1270,NEPLO AI 1 1/4X 8,UND,,,,
ABRAZADERA AZUL 25 DE 3/4,H1271,ABRAZADERA AZUL 25 DE 3/4,,,,,
TUBO PVC 160 MM X 6 M,H1272,TUBO PVC 160 MM X 6 M,UND,,,,
TUBO TF 32 MM X 4 M TORO,H1273,TUBO TF 32 MM X 4 M TORO,UND,,,,
CALEFON RCA 26 LITROS,H1274,CALEFON RCA 26 LITROS,UND,,,,
NEPLO HN CED 40 2 X 30 CM,H1275,NEPLO HN CED 40 2 X 30 CM,UND,,,,
BROCA PARA ROTOMARTILLO 1/2X10,H1276,BROCA PARA ROTOMARTILLO 1/2X10,UND,,,,
BOMBA PEROFERICA PKM80 1 HP 220V 1X1 PEDROLO,H1277,BOMBA PEROFERICA PKM80 1 HP 220V 1X1 PEDROLO,UND,,,,
"ELECTROVALVULA 2-2 "" 2W AIRE/AGUA",H1278,"ELECTROVALVULA 2-2 "" 2W AIRE/AGUA",UND,,,,
ROCIADOR AUTOMATICO PARED PLATEADO 1/2,H1279,ROCIADOR AUTOMATICO PARED PLATEADO 1/2,UND,,,,
REDUCCION CONICA 1 1/2 X 1/2,H1280,REDUCCION CONICA 1 1/2 X 1/2,UND,,,,
TERMOFUND,H1281,TERMOFUND,UND,,,,
REGULADOR 1ERA ETAPA 55 KG ROJO,H1282,REGULADOR 1ERA ETAPA 55 KG ROJO,UND,,,,
VALVULA TF BOLA 63 MM,H1283,VALVULA TF BOLA 63 MM,UND,,,,
TANQUE TIPO BOTELLA 1100 LT AZUL,H1284,TANQUE TIPO BOTELLA 1100 LT AZUL,UND,,,,
LLAVE CROMADA FV 1/2,H1285,LLAVE CROMADA FV 1/2,UND,,,,
CRUZ HN RANURADA RECOMB 2 1/2,H1286,CRUZ HN RANURADA RECOMB 2 1/2,UND,,,,
TAPON INOX 1/2 H,H1287,TAPON INOX 1/2 H,UND,,,,
REGULADOR 2DA 17 KG 1/2X1/2 RECA 988LP-03 VERDE,H1288,REGULADOR 2DA 17 KG 1/2X1/2 RECA 988LP-03 VERDE,,,,,
TUBO TF 25 MM X 6M AZUL,H1289,TUBO TF 25 MM X 6M AZUL,UND,,,,
REGULADOR 1RA 1/4 X 1/4 REGO,H1290,REGULADOR 1RA 1/4 X 1/4 REGO,,,,,
CODO SOSO 3/4 X 90 NIBCO,H1291,CODO SOSO 3/4 X 90 NIBCO,,,,,
ADAPTADOR HEMBRA 3/4,H1292,ADAPTADOR HEMBRA 3/4,,,,,
MEDIDOR DE GAS 2.5 M3 DERECHO E IZQUIERDO,H1293,MEDIDOR DE GAS 2.5 M3 DERECHO E IZQUIERDO,,,,,
BUJE PVC LARGO PRESION 50X25MM,H1294,BUJE PVC LARGO PRESION 50X25MM,UND,,,,
ANGULO HN 1 1/2 X 1/8,H1295,ANGULO HN 1 1/2 X 1/8,UND,,,,
"COLGADOR PERA 4""",H1296,"COLGADOR PERA 4""",UND,,,,
CALEFON ELECTRICO RADIANCE 11KV 220 V,H1297,CALEFON ELECTRICO RADIANCE 11KV 220 V,UND,,,,
EMPAQUE GAS PLANO,H1298,EMPAQUE GAS PLANO,,,,,
"TRA 1/2 TEFLON TIPO ALEMAN ROLLO 1/2""",H1299,"TRA 1/2 TEFLON TIPO ALEMAN ROLLO 1/2""",,,,,
REGULADOR RECA 904 40 KG ETAPA 15,H1300,REGULADOR RECA 904 40 KG ETAPA 15,,,,,
5GG TUERCA ACERO GALVANIZADA MILIMETRICA,H1301,5GG TUERCA ACERO GALVANIZADA MILIMETRICA,,,,,
VALVULA ADMISION BRIGS PILOTEADA,H1302,VALVULA ADMISION BRIGS PILOTEADA,UND,,,,
TIRAFONDOS DE 1/4 X 2 1/2,H1303,TIRAFONDOS DE 1/4 X 2 1/2,,,,,
CODO TF 90X25 MM AZUL,H1304,CODO TF 90X25 MM AZUL,UND,,,,
PANEL SOLAR PARA PISCINA IBAX CONFORTLINE,H1305,PANEL SOLAR PARA PISCINA IBAX CONFORTLINE,UND,,,,
"TUBO AC 6""",H1306,"TUBO AC 6""",UND,,,,
"ADAPTADOR PVC P/TANQUE ROSC 1/2""",H1307,"ADAPTADOR PVC P/TANQUE ROSC 1/2""",UND,,,,
TUBO TF 20 MM X 6M AZUL,H1308,TUBO TF 20 MM X 6M AZUL,UND,,,,
TUBO PVC CED 40 PEGABLE 3/4,H1309,TUBO PVC CED 40 PEGABLE 3/4,UND,,,,
CODO GAS AMARILLO 20X90 H METAL,H1310,CODO GAS AMARILLO 20X90 H METAL,,,,,
CONTACTOR IBAMP 220V,H1311,CONTACTOR IBAMP 220V,UND,,,,
BOMBA JET 1HP 120V TRUPER,H1312,BOMBA JET 1HP 120V TRUPER,UND,,,,
DADO MAGNETICO  5-16,H1313,DADO MAGNETICO  5-16,UND,,,,
"ADAPTADOR TF M 63X2""",H1314,"ADAPTADOR TF M 63X2""",UND,,,,
CODO INOX 1 X 90,H1315,CODO INOX 1 X 90,UND,,,,
PERNO EXPANSIVO PARA VARILLA 1/2X3,H1316,PERNO EXPANSIVO PARA VARILLA 1/2X3,UND,,,,
PAR DE CONECTORES MEDIDOR G1.6,H1317,PAR DE CONECTORES MEDIDOR G1.6,,,,,
"TEE MECANICA STRAPT RPSC 2""X1/2""",H1318,"TEE MECANICA STRAPT RPSC 2""X1/2""",UND,,,,
TUBERIA DE GAS AMARILLA 20X4 MM,H1319,TUBERIA DE GAS AMARILLA 20X4 MM,,,,,
TACO PARA VARILLA DE 1/2,H1320,TACO PARA VARILLA DE 1/2,UND,,,,
TEE MECANICA ROSCADA DE 1 1/2 X 1,H1321,TEE MECANICA ROSCADA DE 1 1/2 X 1,UND,,,,
TUBO DRENAJE RIVAL 110MM,H1322,TUBO DRENAJE RIVAL 110MM,UND,,,,
TANQUE HID TD 500/10 HIDRO TANK 500L,H1323,TANQUE HID TD 500/10 HIDRO TANK 500L,UND,,,,
ADAPATADOR 1/2 SOHE MACHO COBRE,H1324,ADAPATADOR 1/2 SOHE MACHO COBRE,,,,,
IMPERCOAT 5A GRIS,H1325,IMPERCOAT 5A GRIS,UND,,,,
"VALVULA CHEKC 4""",H1326,"VALVULA CHEKC 4""",UND,,,,
VALVULA GAS MARILLA TF 20 BO,H1327,VALVULA GAS MARILLA TF 20 BO,,,,,
"NEPLO AC CED 40 1/2 X 5""",H1328,"NEPLO AC CED 40 1/2 X 5""",UND,,,,
"PLATINA 2"" X 1/8""",H1329,"PLATINA 2"" X 1/8""",UND,,,,
TAPON 3/4 MACHO AZUL,H1330,TAPON 3/4 MACHO AZUL,UND,,,,
ATAQUE RAPIDO SRG HORIZONTAL,H1331,ATAQUE RAPIDO SRG HORIZONTAL,,,,,
NEPLO AC 2 X 4 SIN COSTURA,H1332,NEPLO AC 2 X 4 SIN COSTURA,UND,,,,
TUBO FUSION AZUL 25X6 M ENTERO POLIMEX,H1333,TUBO FUSION AZUL 25X6 M ENTERO POLIMEX,UND,,,,
TEE AGUA CALIENTE 25 MM AZUL,H1334,TEE AGUA CALIENTE 25 MM AZUL,UND,,,,
BAILEJO,H1335,BAILEJO,UND,,,,
RECULADOR PRIMERA 12 KL 932 + MANOMETRO ROJO,H1336,RECULADOR PRIMERA 12 KL 932 + MANOMETRO ROJO,UND,,,,
TUBO PVC EC 50X6 M,H1337,TUBO PVC EC 50X6 M,UND,,,,
"TUBO CUADRADO HN 1-2X2""",H1338,"TUBO CUADRADO HN 1-2X2""",UND,,,,
MANGUERA REFORZADA 1/2 METRO ALFLEX,H1339,MANGUERA REFORZADA 1/2 METRO ALFLEX,UND,,,,
BROCA ESCALONADA 15 NIVELES 4 MM,H1340,BROCA ESCALONADA 15 NIVELES 4 MM,UND,,,,
REGULADOR MONDIAL 2 KG,H1341,REGULADOR MONDIAL 2 KG,UND,,,,
CODO TF 45X20 MM AZUL,H1342,CODO TF 45X20 MM AZUL,UND,,,,
CRUZ RANURADA DE 1 1/2,H1343,CRUZ RANURADA DE 1 1/2,UND,,,,
CALENTADOR AGUA GAS 40 GL RHEEM,H1344,CALENTADOR AGUA GAS 40 GL RHEEM,,,,,
"REDUCCION HN RANURDA 4X3""",H1345,"REDUCCION HN RANURDA 4X3""",UND,,,,
BROCA PORCELANATO 6 MM,H1346,BROCA PORCELANATO 6 MM,UND,,,,
CONECTOR COFLEX ALTA PRESION GAS 1/2X1/2X150,H1347,CONECTOR COFLEX ALTA PRESION GAS 1/2X1/2X150,,,,,
TEE MECANICA 2 1/2 X 1/2,H1348,TEE MECANICA 2 1/2 X 1/2,UND,,,,
TUBO TF 32 MM AZUL,H1349,TUBO TF 32 MM AZUL,UND,,,,
UNION TF 32 MM AZUL,H1350,UNION TF 32 MM AZUL,UND,,,,
TAPON HG H 1/2,H1351,TAPON HG H 1/2,UND,,,,
UNION TF 20 MM AZUL,H1352,UNION TF 20 MM AZUL,UND,,,,
TEE REDUCIDA 40X32X40,H1353,TEE REDUCIDA 40X32X40,UND,,,,
TAPON H 3/4 COBRE,H1354,TAPON H 3/4 COBRE,,,,,
"TE RANURADA 1 1/4""",H1355,"TE RANURADA 1 1/4""",UND,,,,
COLGADOR PERA  1 1/4,H1356,COLGADOR PERA  1 1/4,UND,,,,
BOMBA IBAX BOXTER 1 HP MONOFASICA SISTEMA DE PRESION CONSTANTE,H1357,BOMBA IBAX BOXTER 1 HP MONOFASICA SISTEMA DE PRESION CONSTANTE,UND,,,,
SUPER BONDER,H1358,SUPER BONDER,,,,,
"TEE HG 1""",H1359,"TEE HG 1""",UND,,,,
TAPON PVC DESAGUE HEMBRA 160 MM INYECTADO,H1360,TAPON PVC DESAGUE HEMBRA 160 MM INYECTADO,UND,,,,
TUBERIA COBRE M 3/4 X 6M LUSA,H1361,TUBERIA COBRE M 3/4 X 6M LUSA,,,,,
CAJA DE AGUA PARA 12 MEDIDORES,H1362,CAJA DE AGUA PARA 12 MEDIDORES,UND,,,,
SWITCH PRESION 20-40,H1363,SWITCH PRESION 20-40,UND,,,,
NEPLO CON CINTURA INOX 3/4,H1364,NEPLO CON CINTURA INOX 3/4,UND,,,,
CALENTADOR DE AGUA 50 GL GAS ,H1365,CALENTADOR DE AGUA 50 GL GAS ,UND,,,,
TORNILLO TIPO MARIPOSOA 1/4,H1366,TORNILLO TIPO MARIPOSOA 1/4,UND,,,,
VALVULA ESERA GRIS AZUL 1 1/2,H1367,VALVULA ESERA GRIS AZUL 1 1/2,UND,,,,
VALVULA PARA LAVADORA 1/2 X3/4 ANGULAR,H1368,VALVULA PARA LAVADORA 1/2 X3/4 ANGULAR,UND,,,,
EXTINTOR BALON 15CM DIAMETRO,H1369,EXTINTOR BALON 15CM DIAMETRO,,,,,
"TEE ROSCA HEMBRA 32 X 1"" X32",H1370,"TEE ROSCA HEMBRA 32 X 1"" X32",UND,,,,
DESAGUE  PUSH 1 1/4,H1371,DESAGUE  PUSH 1 1/4,UND,,,,
SIFON PVC 160 MM,H1372,SIFON PVC 160 MM,UND,,,,
TE AI 1 1/4,H1373,TE AI 1 1/4,UND,,,,
BOMBA PISCINA 1 HP 220 V,H1374,BOMBA PISCINA 1 HP 220 V,UND,,,,
TERMOMETRO ANALG 1/2 (0-120c) POSTERIOR GENEBRE,H1375,TERMOMETRO ANALG 1/2 (0-120c) POSTERIOR GENEBRE,UND,,,,
CEMENTO ASFALTICO 1 LT,H1376,CEMENTO ASFALTICO 1 LT,UND,,,,
LLAVE DE CHORRO CROMADA 1/2 ,H1377,LLAVE DE CHORRO CROMADA 1/2 ,UND,,,,
ABRAZADERA MEDIA LUNA DE 1/2,H1378,ABRAZADERA MEDIA LUNA DE 1/2,UND,,,,
"VALVULA CHECK RANURADA 3 """,H1379,"VALVULA CHECK RANURADA 3 """,UND,,,,
BUJE TF REDUCTOR 50 A 25 MM,H1380,BUJE TF REDUCTOR 50 A 25 MM,UND,,,,
CONTROL DIFERENCIAL DE TEMPERATURA  DISPLAY LCD PARA PISCINA,H1381,CONTROL DIFERENCIAL DE TEMPERATURA  DISPLAY LCD PARA PISCINA,UND,,,,
UNION 16  MM PEALPE,H1382,UNION 16  MM PEALPE,,,,,
REDUCCION TF H-H 20X25 MM,H1383,REDUCCION TF H-H 20X25 MM,UND,,,,
"NEPLO INOX 1""",H1384,"NEPLO INOX 1""",UND,,,,
NEPLO HN 3/4,H1385,NEPLO HN 3/4,UND,,,,
BUSHING HG ULFM 1/2X1/4,H1386,BUSHING HG ULFM 1/2X1/4,UND,,,,
CODO FUSION AMARILLA 20 MM X 90,H1387,CODO FUSION AMARILLA 20 MM X 90,UND,,,,
TEE TF 75 MM,H1388,TEE TF 75 MM,UND,,,,
PERNO DE ANCLAJE 1-4,H1389,PERNO DE ANCLAJE 1-4,UND,,,,
TL 10*1 TONILLO TRIPATO/PATO C/LENTEJA,H1390,TL 10*1 TONILLO TRIPATO/PATO C/LENTEJA,,,,,
TAPON PVC MACHO 110 MM,H1391,TAPON PVC MACHO 110 MM,UND,,,,
TANQUE TIPO BOTELLA 2000 LTS,H1392,TANQUE TIPO BOTELLA 2000 LTS,UND,,,,
ABRAZADERA METALICA TITAN 1000,H1393,ABRAZADERA METALICA TITAN 1000,,,,,
PRESOSTATO AGUA PENTAX 12 BAAR PP12,H1394,PRESOSTATO AGUA PENTAX 12 BAAR PP12,UND,,,,
IMPERCOAT CHOVA GRIS 10M,H1395,IMPERCOAT CHOVA GRIS 10M,UND,,,,
TUBO TF 20 X 4 M TORO,H1396,TUBO TF 20 X 4 M TORO,UND,,,,
"PLATINA 1"" X 1 1/8",H1397,"PLATINA 1"" X 1 1/8",UND,,,,
REGULADOR PRIMERA 6KL 1/4X1/4,H1398,REGULADOR PRIMERA 6KL 1/4X1/4,UND,,,,
ROSCA PARA TUBO 2 1/2,H1399,ROSCA PARA TUBO 2 1/2,UND,,,,
CODO PVC ROSCABLE  MACHO 90X20X1-2 AZUL,H1400,CODO PVC ROSCABLE  MACHO 90X20X1-2 AZUL,UND,,,,
TUBO TF AMARILLO PARA GAS,H1401,TUBO TF AMARILLO PARA GAS,UND,,,,
VALVULA ESFERA PALANCA 1 1/2,H1402,VALVULA ESFERA PALANCA 1 1/2,UND,,,,
CODO 1/2 X 90 AMARILLO,H1403,CODO 1/2 X 90 AMARILLO,,,,,
REDUCCION CONCENTRICA RANURADA ULFM 3X 1 1/2,H1404,REDUCCION CONCENTRICA RANURADA ULFM 3X 1 1/2,UND,,,,
ELECTRODOS 7018,H1405,ELECTRODOS 7018,UND,,,,
CONECTOR COFLEX GAS PIG TAIL 100 CMS ,H1406,CONECTOR COFLEX GAS PIG TAIL 100 CMS ,,,,,
"FF6 TACO FISHER NRO 6 (1/4"")",H1407,"FF6 TACO FISHER NRO 6 (1/4"")",,,,,
CODO SOHI 3/4X90,H1408,CODO SOHI 3/4X90,,,,,
MANOMETRO CON GLICERINA 240 PSI CON GLICERINA,H1409,MANOMETRO CON GLICERINA 240 PSI CON GLICERINA,UND,,,,
PLASTICO STRECH DE 30X18U,H1410,PLASTICO STRECH DE 30X18U,,,,,
TUBO GAS PEALPE,H1411,TUBO GAS PEALPE,,,,,
"TUBO CED 40 1 1/4""",H1412,"TUBO CED 40 1 1/4""",UND,,,,
"NEPLO  BR 1/2 X 3/8"" 8 H (RHM-1238) ",H1413,"NEPLO  BR 1/2 X 3/8"" 8 H (RHM-1238) ",,,,,
REGUALDOR RECA 988 ALTA PRESION VERDE,H1414,REGUALDOR RECA 988 ALTA PRESION VERDE,,,,,
FLOTADOR BR 1/2 BOYA COB,H1415,FLOTADOR BR 1/2 BOYA COB,UND,,,,
"TEE MECANICA RANURADA 3X2""",H1416,"TEE MECANICA RANURADA 3X2""",UND,,,,
ADAPATADOR TF M 20X 1-2 AZUL,H1417,ADAPATADOR TF M 20X 1-2 AZUL,UND,,,,
"AMARRA PLASTICA DE 12""X3",H1418,"AMARRA PLASTICA DE 12""X3",,,,,
PLASTICO STRECH TRANS 15.5CM X 1KL,H1419,PLASTICO STRECH TRANS 15.5CM X 1KL,,,,,
UNION PE 3/4,H1420,UNION PE 3/4,,,,,
NEPLO AC 2 1/2 X 5,H1421,NEPLO AC 2 1/2 X 5,UND,,,,
TANQUE BIODIGESTOR 600 L ROTOPLAST,H1422,TANQUE BIODIGESTOR 600 L ROTOPLAST,UND,,,,
BROCA PARA ROTOMARTILLO ,H1423,BROCA PARA ROTOMARTILLO ,UND,,,,
TACOS REFZ 1/4 X 2 1/2,H1424,TACOS REFZ 1/4 X 2 1/2,,,,,
PERNO EXPANSIVO 3/8X 3 FICHER,H1425,PERNO EXPANSIVO 3/8X 3 FICHER,UND,,,,
"NEPLO  BRG 3/4X1/2"" (NR-3215)",H1426,"NEPLO  BRG 3/4X1/2"" (NR-3215)",,,,,
"NEPLO AC 1X8""",H1427,"NEPLO AC 1X8""",UND,,,,
CAJA CONTROL  N-CONTRA C SWJ-CB PARA PISCINA,H1428,CAJA CONTROL  N-CONTRA C SWJ-CB PARA PISCINA,UND,,,,
TERMOTANQUE DE 50 LITOS,H1429,TERMOTANQUE DE 50 LITOS,UND,,,,
"CAJA VALVULA REDONDA 6""",H1430,"CAJA VALVULA REDONDA 6""",UND,,,,
"VALVULA PI BR 1"" ITALY",H1431,"VALVULA PI BR 1"" ITALY",UND,,,,
GABINETE H/N 60X60X22 EMPOTRABLE,H1432,GABINETE H/N 60X60X22 EMPOTRABLE,UND,,,,
TACOS EXPANSIVOS 1 1/4,H1433,TACOS EXPANSIVOS 1 1/4,UND,,,,
MANGUERA DE CARGA 1X1 M-M,H1434,MANGUERA DE CARGA 1X1 M-M,UND,,,,
TUBO TF 50X 4 M TORO,H1435,TUBO TF 50X 4 M TORO,UND,,,,
MANGUERA CORRUGADA TIGRE FLEX,H1436,MANGUERA CORRUGADA TIGRE FLEX,UND,,,,
CODO SOSO 45X3/4,H1437,CODO SOSO 45X3/4,,,,,
BOMBA SUMERGIBLE INOX 1HP TRUPER 110V,H1438,BOMBA SUMERGIBLE INOX 1HP TRUPER 110V,UND,,,,
NEPLO INOX 1/2 X 8 (20 CM),H1439,NEPLO INOX 1/2 X 8 (20 CM),UND,,,,
CODO 90 PRESION X 75MM,H1440,CODO 90 PRESION X 75MM,UND,,,,
"ABRAZADERA AZUL 63 DE 2""",H1441,"ABRAZADERA AZUL 63 DE 2""",,,,,
CODO ADAPTADOR 90 ROSC M 25X1/2,H1442,CODO ADAPTADOR 90 ROSC M 25X1/2,UND,,,,
TANQUE HIDRONEUMATICO METAL 60 LITROS  VERTICAL,H1443,TANQUE HIDRONEUMATICO METAL 60 LITROS  VERTICAL,UND,,,,
VALVULA ESFERA GAS 3/4 PALANCA H-H ITAP 266,H1444,VALVULA ESFERA GAS 3/4 PALANCA H-H ITAP 266,UND,,,,
RODILLO DE ESPONJA,H1445,RODILLO DE ESPONJA,UND,,,,
EMPAQUE CAUCHO #19 TUBO ABASTO,H1446,EMPAQUE CAUCHO #19 TUBO ABASTO,UND,,,,
MALLA MOSQUITERA AZUAL ALTO,H1447,MALLA MOSQUITERA AZUAL ALTO,UND,,,,
TEE REDUCIDA 32X25X32,H1448,TEE REDUCIDA 32X25X32,UND,,,,
"VALVULA ESFERA GAS NIBCO AMARILLO 1""",H1449,"VALVULA ESFERA GAS NIBCO AMARILLO 1""",,,,,
CODO INOX 3/4 POR CACHIMBA,H1450,CODO INOX 3/4 POR CACHIMBA,UND,,,,
TEE TF REDUCIDA 40 X 32 X 40,H1451,TEE TF REDUCIDA 40 X 32 X 40,UND,,,,
PUNTA TALADRO ESTRELLA,H1452,PUNTA TALADRO ESTRELLA,UND,,,,
REDUCTOR PVC BUJE DESAGUE 160X100 MM RIVAL,H1453,REDUCTOR PVC BUJE DESAGUE 160X100 MM RIVAL,UND,,,,
"CODO HN RANURADO 90X4""",H1454,"CODO HN RANURADO 90X4""",UND,,,,
"COLGADOR PERA 6""",H1455,"COLGADOR PERA 6""",UND,,,,
"UNION CU SOSO 1/2""",H1456,"UNION CU SOSO 1/2""",,,,,
"DISCO CORTE DEWALT 7""",H1457,"DISCO CORTE DEWALT 7""",UND,,,,
TANQUE ROTOPLAST 1100 L NEGRO BOTELLA ,H1458,TANQUE ROTOPLAST 1100 L NEGRO BOTELLA ,UND,,,,
ADAPTADOR ROCA H 63X2,H1459,ADAPTADOR ROCA H 63X2,UND,,,,
TUBO DE ABASTO 1/2 X 1/8 X 40 CM MH,H1460,TUBO DE ABASTO 1/2 X 1/8 X 40 CM MH,UND,,,,
TEE PVC DESAGUE 50 MM TIGRE,H1461,TEE PVC DESAGUE 50 MM TIGRE,UND,,,,
LIJA POR METRO N0. 120,H1462,LIJA POR METRO N0. 120,UND,,,,
CODO ROSCABLE AGUA CALIENTE 90X20 AZUL,H1463,CODO ROSCABLE AGUA CALIENTE 90X20 AZUL,UND,,,,
ABRAZADERA AZUL 50 MM,H1464,ABRAZADERA AZUL 50 MM,,,,,
"VALVULA CHEK 3"" HORIZONTAL",H1465,"VALVULA CHEK 3"" HORIZONTAL",UND,,,,
VALVULA CHEK VERTIC HORIZON EUROPEA BRONCE 1 1/2,H1466,VALVULA CHEK VERTIC HORIZON EUROPEA BRONCE 1 1/2,UND,,,,
NUDO PVC 1 1/4 POSCABLE,H1467,NUDO PVC 1 1/4 POSCABLE,UND,,,,
MANOMETRO 90 PSI SECO 2 1-2,H1468,MANOMETRO 90 PSI SECO 2 1-2,UND,,,,
TUBO EMT 1-2 EVLITE ELEC,H1469,TUBO EMT 1-2 EVLITE ELEC,UND,,,,
"TEE INOX DE 1""",H1470,"TEE INOX DE 1""",UND,,,,
CODO HG 1/2 CACHIMBA,H1471,CODO HG 1/2 CACHIMBA,UND,,,,
TAPON MACHO 1/2 ROSCADO,H1472,TAPON MACHO 1/2 ROSCADO,UND,,,,
BUSHING HG 4X3 CIFUSA,H1473,BUSHING HG 4X3 CIFUSA,UND,,,,
"ADAPTADOR SO HE 1/2"" DE COBRE",H1474,"ADAPTADOR SO HE 1/2"" DE COBRE",,,,,
TEE REDUCIDA 63X32X63 PN25,H1475,TEE REDUCIDA 63X32X63 PN25,UND,,,,
REDUCCION COBRE 1/2 X 1/4,H1476,REDUCCION COBRE 1/2 X 1/4,,,,,
"PLATINA 1"" X 3/16 X 6 METROS",H1477,"PLATINA 1"" X 3/16 X 6 METROS",UND,,,,
